name;color;cmc;type;subtype;set;rarity;text;power;toughness;price_usd;price_eur;price_usd_foil;year
Voracious Vampire;B;3;Creature;Vampire Knight;rix;common;"Menace
When Voracious Vampire enters the battlefield, target Vampire you control gets +1/+1 and gains menace until end of turn.";2;2;0.06;0.02;0.26;2018
Invulnerability;W;2;Instant;;tmp;uncommon;"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
The next time a source of your choice would deal damage to you this turn, prevent that damage.";;;0.17;0.03;;1997
Stronghold Zeppelin;U;4;Creature;Human;nem;uncommon;"Flying
Stronghold Zeppelin can block only creatures with flying.";3;3;0.2;0.02;0.38;2000
Goham Djinn;B;6;Creature;Djinn;inv;uncommon;"{1}{B}: Regenerate Goham Djinn.
Goham Djinn gets -2/-2 as long as black is the most common color among all permanents or is tied for most common.";5;5;0.17;0.02;0.25;2000
Chandra, Novice Pyromancer;R;4;Legendary Planeswalker;Chandra;m20;uncommon;"+1: Elementals you control get +2/+0 until end of turn.
−1: Add {R}{R}.
−2: Chandra, Novice Pyromancer deals 2 damage to any target.";;;0.23;0.1;0.98;2019
Teferi's Wavecaster;U;5;Creature;Merfolk Wizard;m21;rare;"Flash
When Teferi's Wavecaster enters the battlefield, you may search your library and/or graveyard for a card named Teferi, Timeless Voyager, reveal it, and put it into your hand. If you search your library this way, shuffle it.";3;3;0.43;0.07;;2020
Land Grant;G;2;Sorcery;;mmq;common;"If you have no land cards in hand, you may reveal your hand rather than pay this spell's mana cost.
Search your library for a Forest card, reveal that card, and put it into your hand. Then shuffle your library.";;;0.51;0.45;12.89;1999
Spell Snip;U;3;Instant;;ala;common;"Counter target spell unless its controller pays {1}.
Cycling {2} ({2}, Discard this card: Draw a card.)";;;0.14;0.03;0.16;2008
Thassa, God of the Sea;U;3;Legendary Enchantment Creature;God;ths;mythic;"Indestructible
As long as your devotion to blue is less than five, Thassa isn't a creature. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)
At the beginning of your upkeep, scry 1.
{1}{U}: Target creature you control can't be blocked this turn.";5;5;9.8;6.1;21.93;2013
Towering Thunderfist;RW;5;Creature;Giant Soldier;gtc;common;{W}: Towering Thunderfist gains vigilance until end of turn.;4;4;0.05;0.02;0.10;2013
Telekinetic Bonds;U;5;Enchantment;;jud;rare;Whenever a player discards a card, you may pay {1}{U}. If you do, you may tap or untap target permanent.;;;0.21;0.14;1.45;2002
Timbermaw Larva;G;4;Creature;Beast;zen;common;Whenever Timbermaw Larva attacks, it gets +1/+1 until end of turn for each Forest you control.;2;2;0.09;0.02;0.23;2009
Bear's Companion;GRU;5;Creature;Human Warrior;ktk;uncommon;When Bear's Companion enters the battlefield, create a 4/4 green Bear creature token.;2;2;0.12;0.02;0.25;2014
Lady Caleria;GW;7;Legendary Creature;Elf Archer;leg;rare;{T}: Lady Caleria deals 3 damage to target attacking or blocking creature.;3;6;24.17;20.99;;1994
Nimbus Swimmer;GU;2;Creature;Leviathan;gtc;uncommon;"Flying
Nimbus Swimmer enters the battlefield with X +1/+1 counters on it.";0;0;0.22;0.15;0.50;2013
Regisaur Alpha;GR;5;Creature;Dinosaur;xln;rare;"Other Dinosaurs you control have haste.
When Regisaur Alpha enters the battlefield, create a 3/3 green Dinosaur creature token with trample.";4;4;0.84;0.65;2.23;2017
Boggart Arsonists;R;3;Creature;Goblin Rogue;shm;common;"Plainswalk (This creature can't be blocked as long as defending player controls a Plains.)
{2}{R}, Sacrifice Boggart Arsonists: Destroy target Scarecrow or Plains.";2;1;0.07;0.05;0.15;2008
Hint of Insanity;B;3;Sorcery;;ody;rare;Target player reveals their hand. That player discards all nonland cards with the same name as another card in their hand.;;;0.19;0.12;;2001
Masako the Humorless;W;3;Legendary Creature;Human Advisor;chk;rare;"Flash
Tapped creatures you control can block as though they were untapped.";2;1;2.81;0.66;7.52;2004
Lavacore Elemental;R;3;Creature;Elemental;plc;uncommon;"Vanishing 1 (This creature enters the battlefield with a time counter on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
Whenever a creature you control deals combat damage to a player, put a time counter on Lavacore Elemental.";5;3;0.12;0.02;0.78;2007
Freejam Regent;R;6;Creature;Dragon;aer;rare;"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Flying
{1}{R}: Freejam Regent gets +2/+0 until end of turn.";4;4;0.18;0.05;0.33;2017
Primitive Justice;GR;2;Sorcery;;all;uncommon;"As an additional cost to cast this spell, you may pay {1}{R} and/or {1}{G} any number of times.
Destroy target artifact. For each additional {1}{R} you paid, destroy another target artifact. For each additional {1}{G} you paid, destroy another target artifact, and you gain 1 life.";;;0.12;0.02;;1996
Cartouche of Strength;G;3;Enchantment;Aura Cartouche;akh;common;"Enchant creature you control
When Cartouche of Strength enters the battlefield, you may have enchanted creature fight target creature an opponent controls. (Each deals damage equal to its power to the other.)
Enchanted creature gets +1/+1 and has trample.";;;0.14;0.02;0.58;2017
Urza's Tome;;2;Artifact;;dom;uncommon;{3}, {T}: Draw a card. Then discard a card unless you exile a historic card from your graveyard. (Artifacts, legendaries, and Sagas are historic.);;;0.06;0.01;0.42;2018
Scroll of the Masters;;2;Artifact;;frf;rare;"Whenever you cast a noncreature spell, put a lore counter on Scroll of the Masters.
{3}, {T}: Target creature you control gets +1/+1 until end of turn for each lore counter on Scroll of the Masters.";;;0.2;0.2;0.47;2015
Talisman of Unity;GW;2;Artifact;;mrd;uncommon;"{T}: Add {C}.
{T}: Add {G} or {W}. Talisman of Unity deals 1 damage to you.";;;1.76;0.24;7.27;2003
Invert the Skies;GU;4;Instant;;eve;uncommon;Creatures your opponents control lose flying until end of turn if {G} was spent to cast this spell, and creatures you control gain flying until end of turn if {U} was spent to cast this spell. (Do both if {G}{U} was spent.);;;0.17;0.02;0.38;2008
Spinal Villain;R;3;Creature;Beast;leg;rare;{T}: Destroy target blue creature.;1;2;28.62;24.49;;1994
Word of Seizing;R;5;Instant;;tsp;rare;"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Untap target permanent and gain control of it until end of turn. It gains haste until end of turn.";;;0.44;0.1;4.54;2006
Silence the Believers;B;4;Instant;;jou;rare;"Strive — This spell costs {2}{B} more to cast for each target beyond the first.
Exile any number of target creatures and all Auras attached to them.";;;0.14;0.1;1.06;2014
Shattering Spree;R;1;Sorcery;;gpt;uncommon;"Replicate {R} (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Destroy target artifact.";;;1.8;1.14;24.00;2006
Mundungu;BU;3;Creature;Human Wizard;vis;uncommon;{T}: Counter target spell unless its controller pays {1} and 1 life.;1;1;0.24;0.2;;1997
First Volley;R;2;Instant;Arcane;bok;common;First Volley deals 1 damage to target creature and 1 damage to that creature's controller.;;;0.08;0.05;0.25;2005
Quag Vampires;B;1;Creature;Vampire Rogue;wwk;common;"Multikicker {1}{B} (You may pay an additional {1}{B} any number of times as you cast this spell.)
Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
Quag Vampires enters the battlefield with a +1/+1 counter on it for each time it was kicked.";1;1;0.11;0.06;0.42;2010
Healing Leaves;G;1;Instant;;plc;common;"Choose one —
• Target player gains 3 life.
• Prevent the next 3 damage that would be dealt to any target this turn.";;;0.17;0.02;1.26;2007
Worldpurge;UW;8;Sorcery;;shm;rare;Return all permanents to their owners' hands. Each player chooses up to seven cards in their hand, then shuffles the rest into their library. Each player loses all unspent mana.;;;0.8;0.2;7.55;2008
Pledge of Loyalty;W;2;Enchantment;Aura;inv;uncommon;"Enchant creature
Enchanted creature has protection from the colors of permanents you control. This effect doesn't remove Pledge of Loyalty.";;;0.16;0.06;0.49;2000
Nemesis Mask;;3;Artifact;Equipment;dst;uncommon;"All creatures able to block equipped creature do so.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.)";;;0.85;0.11;1.93;2004
Unmake the Graves;B;5;Instant;;m15;common;"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Return up to two target creature cards from your graveyard to your hand.";;;0.07;0.03;;2014
Temple of the False God;;0;Land;;scg;uncommon;{T}: Add {C}{C}. Activate this ability only if you control five or more lands.;;;1.11;0.39;46.69;2003
Thunderscape Battlemage;BGR;3;Creature;Human Wizard;pls;uncommon;"Kicker {1}{B} and/or {G} (You may pay an additional {1}{B} and/or {G} as you cast this spell.)
When Thunderscape Battlemage enters the battlefield, if it was kicked with its {1}{B} kicker, target player discards two cards.
When Thunderscape Battlemage enters the battlefield, if it was kicked with its {G} kicker, destroy target enchantment.";2;2;0.16;0.69;1.57;2001
Trostani's Judgment;W;6;Instant;;rtr;common;Exile target creature, then populate. (Create a token that's a copy of a creature token you control.);;;0.09;0.01;0.21;2012
Sphinx Mindbreaker;U;7;Creature;Sphinx;thb;rare;"Flying
When Sphinx Mindbreaker enters the battlefield, each opponent mills ten cards.";6;6;1.2;0.56;;2020
Rib Cage Spider;G;3;Creature;Spider;pcy;common;Reach (This creature can block creatures with flying.);1;4;0.14;0.03;0.45;2000
Sphinx's Insight;UW;4;Instant;;rna;common;"Draw two cards.
Addendum — If you cast this spell during your main phase, you gain 2 life.";;;0.04;0.02;0.14;2019
Collective Restraint;U;4;Enchantment;;inv;rare;Domain — Creatures can't attack you unless their controller pays {X} for each creature they control that's attacking you, where X is the number of basic land types among lands you control.;;;13.07;3.99;57.50;2000
Ogre Sentry;R;2;Creature;Ogre Warrior;roe;common;Defender;3;3;0.04;0.02;;2010
Metrognome;;4;Artifact;;usg;rare;"When a spell or ability an opponent controls causes you to discard Metrognome, create four 1/1 colorless Gnome artifact creature tokens.
{4}, {T}: Create a 1/1 colorless Gnome artifact creature token.";;;0.29;0.5;;1998
Ghostly Changeling;B;3;Creature;Shapeshifter;lrw;uncommon;"Changeling (This card is every creature type.)
{1}{B}: Ghostly Changeling gets +1/+1 until end of turn.";2;2;0.13;0.02;0.36;2007
Thalakos Dreamsower;U;3;Creature;Thalakos Wizard;tmp;uncommon;"Shadow (This creature can block or be blocked by only creatures with shadow.)
You may choose not to untap Thalakos Dreamsower during your untap step.
Whenever Thalakos Dreamsower deals damage to an opponent, tap target creature. That creature doesn't untap during its controller's untap step for as long as Thalakos Dreamsower remains tapped.";1;1;0.19;0.05;;1997
Rakdos's Return;BR;2;Sorcery;;rtr;mythic;Rakdos's Return deals X damage to target opponent or planeswalker. That player or that planeswalker's controller discards X cards.;;;0.86;1.16;5.76;2012
In Bolas's Clutches;U;6;Legendary Enchantment;Aura;dom;uncommon;"Enchant permanent
You control enchanted permanent.
Enchanted permanent is legendary.";;;0.1;0.03;0.82;2018
Silburlind Snapper;U;6;Creature;Turtle;soi;common;Silburlind Snapper can't attack unless you've cast a noncreature spell this turn.;6;6;0.03;0.01;0.21;2016
Eyeblight Massacre;B;4;Sorcery;;ori;uncommon;Non-Elf creatures get -2/-2 until end of turn.;;;0.12;0.02;0.36;2015
Hearth Kami;R;2;Creature;Spirit;chk;common;{X}, Sacrifice Hearth Kami: Destroy target artifact with converted mana cost X.;2;1;0.09;0.02;0.25;2004
Scatter to the Winds;U;3;Instant;;bfz;rare;"Counter target spell.
Awaken 3—{4}{U}{U} (If you cast this spell for {4}{U}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)";;;0.13;0.28;0.37;2015
Burden of Guilt;W;1;Enchantment;Aura;dka;common;"Enchant creature
{1}: Tap enchanted creature.";;;0.06;0.02;0.19;2012
Gorgon's Head;;1;Artifact;Equipment;bng;uncommon;"Equipped creature has deathtouch.
Equip {2}";;;0.96;0.57;8.85;2014
Scattershot Archer;G;1;Creature;Elf Archer;con;common;{T}: Scattershot Archer deals 1 damage to each creature with flying.;1;2;0.47;0.64;1.09;2009
Crash of Rhinos;G;8;Creature;Rhino;mir;common;Trample;8;4;0.1;0.06;;1996
Walking Dead;B;2;Creature;Zombie;leg;common;{B}: Regenerate Walking Dead.;1;1;3.36;2.45;;1994
Aurochs Herd;G;6;Creature;Aurochs;csp;common;"Trample
When Aurochs Herd enters the battlefield, you may search your library for an Aurochs card, reveal it, and put it into your hand. If you do, shuffle your library.
Whenever Aurochs Herd attacks, it gets +1/+0 until end of turn for each other attacking Aurochs.";4;4;0.16;0.02;0.53;2006
Mana Bloom;G;1;Enchantment;;rtr;rare;"Mana Bloom enters the battlefield with X charge counters on it.
Remove a charge counter from Mana Bloom: Add one mana of any color. Activate this ability only once each turn.
At the beginning of your upkeep, if Mana Bloom has no charge counters on it, return it to its owner's hand.";;;0.37;0.29;1.50;2012
Vedalken Outlander;UW;2;Artifact Creature;Vedalken Scout;con;common;Protection from red;2;2;0.09;0.01;0.27;2009
Coerced Confession;BU;5;Sorcery;;gtc;uncommon;Target player mills four cards. You draw a card for each creature card put into their graveyard this way.;;;0.13;0.08;0.22;2013
Champion of Wits;U;3;Creature;Naga Wizard;hou;rare;"When Champion of Wits enters the battlefield, you may draw cards equal to its power. If you do, discard two cards.
Eternalize {5}{U}{U} ({5}{U}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Naga Wizard with no mana cost. Eternalize only as a sorcery.)";2;1;0.57;0.63;1.25;2017
River Darter;U;3;Creature;Merfolk Warrior;rix;common;River Darter can't be blocked by Dinosaurs.;2;3;0.02;0.02;0.15;2018
